pass,concept_a,concept_b,relation
3,emergency-medical.i-have-travel-insurance,emergency-medical.i-think-a-bone-is-broken,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.is-there-a-doctor-who-speaks-english,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.is-there-a-doctor-who-speaks-english,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.is-there-a-doctor-who-speaks-english,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.it-hurts-here,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.it-hurts-here,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.it-hurts-here,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.please-call-an-ambulance,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.please-call-an-ambulance,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.please-call-an-ambulance,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.please-call-my-emergency-contact,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.please-call-my-emergency-contact,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.please-call-my-emergency-contact,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.please-take-me-to-a-hospital,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.please-take-me-to-a-hospital,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.please-take-me-to-a-hospital,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.this-is-an-emergency,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.this-is-an-emergency,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.this-is-an-emergency,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.i-have-travel-insurance,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.i-have-travel-insurance,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.i-have-travel-insurance,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.i-have-travel-insurance,police-consulate.i-need-it-for-my-insurance,none
2,emergency-medical.i-have-travel-insurance,police-consulate.i-need-it-for-my-insurance,none
3,emergency-medical.i-have-travel-insurance,police-consulate.i-need-it-for-my-insurance,none
1,emergency-medical.i-need-a-doctor,emergency-medical.i-think-a-bone-is-broken,none
2,emergency-medical.i-need-a-doctor,emergency-medical.i-think-a-bone-is-broken,none
3,emergency-medical.i-need-a-doctor,emergency-medical.i-think-a-bone-is-broken,none
1,emergency-medical.i-need-a-doctor,emergency-medical.is-there-a-doctor-who-speaks-english,partial
2,emergency-medical.i-need-a-doctor,emergency-medical.is-there-a-doctor-who-speaks-english,partial
3,emergency-medical.i-need-a-doctor,emergency-medical.is-there-a-doctor-who-speaks-english,partial
1,emergency-medical.i-need-a-doctor,emergency-medical.it-hurts-here,none
2,emergency-medical.i-need-a-doctor,emergency-medical.it-hurts-here,none
3,emergency-medical.i-need-a-doctor,emergency-medical.it-hurts-here,none
1,emergency-medical.i-need-a-doctor,emergency-medical.please-call-an-ambulance,none
2,emergency-medical.i-need-a-doctor,emergency-medical.please-call-an-ambulance,partial
3,emergency-medical.i-need-a-doctor,emergency-medical.please-call-an-ambulance,none
1,emergency-medical.i-need-a-doctor,emergency-medical.please-call-my-emergency-contact,none
2,emergency-medical.i-need-a-doctor,emergency-medical.please-call-my-emergency-contact,none
3,emergency-medical.i-need-a-doctor,emergency-medical.please-call-my-emergency-contact,none
1,emergency-medical.i-need-a-doctor,emergency-medical.please-take-me-to-a-hospital,none
2,emergency-medical.i-need-a-doctor,emergency-medical.please-take-me-to-a-hospital,partial
3,emergency-medical.i-need-a-doctor,emergency-medical.please-take-me-to-a-hospital,none
1,emergency-medical.i-need-a-doctor,emergency-medical.this-is-an-emergency,none
2,emergency-medical.i-need-a-doctor,emergency-medical.this-is-an-emergency,none
3,emergency-medical.i-need-a-doctor,emergency-medical.this-is-an-emergency,none
1,emergency-medical.i-need-a-doctor,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.i-need-a-doctor,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.i-need-a-doctor,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.i-need-a-doctor,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.i-need-a-doctor,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.i-need-a-doctor,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.i-need-a-doctor,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.i-need-a-doctor,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.i-need-a-doctor,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.i-need-a-doctor,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.i-need-a-doctor,emergency-medical.where-is-the-nearest-hospital,partial
3,emergency-medical.i-need-a-doctor,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.i-need-a-doctor,medical-conditions.i-need-insulin,none
2,emergency-medical.i-need-a-doctor,medical-conditions.i-need-insulin,none
3,emergency-medical.i-need-a-doctor,medical-conditions.i-need-insulin,none
1,emergency-medical.i-need-a-doctor,medical-conditions.i-need-my-inhaler,none
2,emergency-medical.i-need-a-doctor,medical-conditions.i-need-my-inhaler,none
3,emergency-medical.i-need-a-doctor,medical-conditions.i-need-my-inhaler,none
1,emergency-medical.i-need-a-doctor,pharmacy-symptoms.do-i-need-a-prescription,none
2,emergency-medical.i-need-a-doctor,pharmacy-symptoms.do-i-need-a-prescription,none
3,emergency-medical.i-need-a-doctor,pharmacy-symptoms.do-i-need-a-prescription,none
1,emergency-medical.i-need-a-doctor,pharmacy-symptoms.i-need-medicine-for,none
2,emergency-medical.i-need-a-doctor,pharmacy-symptoms.i-need-medicine-for,none
3,emergency-medical.i-need-a-doctor,pharmacy-symptoms.i-need-medicine-for,none
1,emergency-medical.i-need-a-doctor,police-consulate.i-need-an-interpreter,none
2,emergency-medical.i-need-a-doctor,police-consulate.i-need-an-interpreter,none
3,emergency-medical.i-need-a-doctor,police-consulate.i-need-an-interpreter,none
1,emergency-medical.i-need-a-doctor,police-consulate.i-need-it-for-my-insurance,none
2,emergency-medical.i-need-a-doctor,police-consulate.i-need-it-for-my-insurance,none
3,emergency-medical.i-need-a-doctor,police-consulate.i-need-it-for-my-insurance,none
1,emergency-medical.i-need-a-doctor,pronouns-verbs.need,partial
2,emergency-medical.i-need-a-doctor,pronouns-verbs.need,partial
3,emergency-medical.i-need-a-doctor,pronouns-verbs.need,partial
1,emergency-medical.i-need-a-doctor,pronouns-verbs.need-thing,partial
2,emergency-medical.i-need-a-doctor,pronouns-verbs.need-thing,partial
3,emergency-medical.i-need-a-doctor,pronouns-verbs.need-thing,partial
1,emergency-medical.i-need-a-doctor,sim-data.do-you-need-my-passport,none
2,emergency-medical.i-need-a-doctor,sim-data.do-you-need-my-passport,none
3,emergency-medical.i-need-a-doctor,sim-data.do-you-need-my-passport,none
1,emergency-medical.i-need-a-doctor,sim-data.does-it-need-registration,none
2,emergency-medical.i-need-a-doctor,sim-data.does-it-need-registration,none
3,emergency-medical.i-need-a-doctor,sim-data.does-it-need-registration,none
1,emergency-medical.i-need-a-doctor,transit-rides.do-i-need-to-transfer,none
2,emergency-medical.i-need-a-doctor,transit-rides.do-i-need-to-transfer,none
3,emergency-medical.i-need-a-doctor,transit-rides.do-i-need-to-transfer,none
1,emergency-medical.i-need-a-doctor,utility-templates.i-need,partial
2,emergency-medical.i-need-a-doctor,utility-templates.i-need,partial
3,emergency-medical.i-need-a-doctor,utility-templates.i-need,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.is-there-a-doctor-who-speaks-english,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.is-there-a-doctor-who-speaks-english,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.is-there-a-doctor-who-speaks-english,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.it-hurts-here,partial
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.it-hurts-here,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.it-hurts-here,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-call-an-ambulance,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-call-an-ambulance,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-call-an-ambulance,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-call-my-emergency-contact,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-call-my-emergency-contact,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-call-my-emergency-contact,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-take-me-to-a-hospital,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-take-me-to-a-hospital,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.please-take-me-to-a-hospital,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.this-is-an-emergency,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.this-is-an-emergency,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.this-is-an-emergency,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.i-think-a-bone-is-broken,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.i-think-a-bone-is-broken,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.i-think-a-bone-is-broken,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.i-think-a-bone-is-broken,room-problems.the-air-conditioning-is-broken,none
2,emergency-medical.i-think-a-bone-is-broken,room-problems.the-air-conditioning-is-broken,none
3,emergency-medical.i-think-a-bone-is-broken,room-problems.the-air-conditioning-is-broken,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.it-hurts-here,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.it-hurts-here,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.it-hurts-here,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-call-an-ambulance,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-call-an-ambulance,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-call-an-ambulance,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-call-my-emergency-contact,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-call-my-emergency-contact,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-call-my-emergency-contact,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-take-me-to-a-hospital,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-take-me-to-a-hospital,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.please-take-me-to-a-hospital,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.this-is-an-emergency,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.this-is-an-emergency,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.this-is-an-emergency,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.is-there-a-doctor-who-speaks-english,question-words.who,none
2,emergency-medical.is-there-a-doctor-who-speaks-english,question-words.who,none
3,emergency-medical.is-there-a-doctor-who-speaks-english,question-words.who,none
1,emergency-medical.it-hurts-here,emergency-medical.please-call-an-ambulance,none
2,emergency-medical.it-hurts-here,emergency-medical.please-call-an-ambulance,none
3,emergency-medical.it-hurts-here,emergency-medical.please-call-an-ambulance,none
1,emergency-medical.it-hurts-here,emergency-medical.please-call-my-emergency-contact,none
2,emergency-medical.it-hurts-here,emergency-medical.please-call-my-emergency-contact,none
3,emergency-medical.it-hurts-here,emergency-medical.please-call-my-emergency-contact,none
1,emergency-medical.it-hurts-here,emergency-medical.please-take-me-to-a-hospital,none
2,emergency-medical.it-hurts-here,emergency-medical.please-take-me-to-a-hospital,none
3,emergency-medical.it-hurts-here,emergency-medical.please-take-me-to-a-hospital,none
1,emergency-medical.it-hurts-here,emergency-medical.this-is-an-emergency,none
2,emergency-medical.it-hurts-here,emergency-medical.this-is-an-emergency,none
3,emergency-medical.it-hurts-here,emergency-medical.this-is-an-emergency,none
1,emergency-medical.it-hurts-here,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.it-hurts-here,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.it-hurts-here,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.it-hurts-here,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.it-hurts-here,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.it-hurts-here,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.it-hurts-here,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.it-hurts-here,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.it-hurts-here,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.it-hurts-here,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.it-hurts-here,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.it-hurts-here,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.it-hurts-here,etiquette.may-i-sit-here,none
2,emergency-medical.it-hurts-here,etiquette.may-i-sit-here,none
3,emergency-medical.it-hurts-here,etiquette.may-i-sit-here,none
1,emergency-medical.it-hurts-here,lost-rescue.we-are-here,none
2,emergency-medical.it-hurts-here,lost-rescue.we-are-here,none
3,emergency-medical.it-hurts-here,lost-rescue.we-are-here,none
1,emergency-medical.it-hurts-here,police-consulate.it-happened-here,none
2,emergency-medical.it-hurts-here,police-consulate.it-happened-here,none
3,emergency-medical.it-hurts-here,police-consulate.it-happened-here,none
1,emergency-medical.it-hurts-here,police-consulate.may-i-have-a-copy-of-the-report,none
2,emergency-medical.it-hurts-here,police-consulate.may-i-have-a-copy-of-the-report,none
3,emergency-medical.it-hurts-here,police-consulate.may-i-have-a-copy-of-the-report,none
1,emergency-medical.it-hurts-here,question-words.here,none
2,emergency-medical.it-hurts-here,question-words.here,partial
3,emergency-medical.it-hurts-here,question-words.here,partial
1,emergency-medical.it-hurts-here,taxi.can-you-wait-for-me-here,none
2,emergency-medical.it-hurts-here,taxi.can-you-wait-for-me-here,none
3,emergency-medical.it-hurts-here,taxi.can-you-wait-for-me-here,none
1,emergency-medical.please-call-an-ambulance,emergency-medical.please-call-my-emergency-contact,none
2,emergency-medical.please-call-an-ambulance,emergency-medical.please-call-my-emergency-contact,none
3,emergency-medical.please-call-an-ambulance,emergency-medical.please-call-my-emergency-contact,none
1,emergency-medical.please-call-an-ambulance,emergency-medical.please-take-me-to-a-hospital,none
2,emergency-medical.please-call-an-ambulance,emergency-medical.please-take-me-to-a-hospital,none
3,emergency-medical.please-call-an-ambulance,emergency-medical.please-take-me-to-a-hospital,partial
1,emergency-medical.please-call-an-ambulance,emergency-medical.this-is-an-emergency,none
2,emergency-medical.please-call-an-ambulance,emergency-medical.this-is-an-emergency,none
3,emergency-medical.please-call-an-ambulance,emergency-medical.this-is-an-emergency,none
1,emergency-medical.please-call-an-ambulance,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.please-call-an-ambulance,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.please-call-an-ambulance,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.please-call-an-ambulance,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.please-call-an-ambulance,emergency-medical.what-is-the-emergency-number,partial
3,emergency-medical.please-call-an-ambulance,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.please-call-an-ambulance,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.please-call-an-ambulance,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.please-call-an-ambulance,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.please-call-an-ambulance,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.please-call-an-ambulance,emergency-medical.where-is-the-nearest-hospital,partial
3,emergency-medical.please-call-an-ambulance,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.please-call-an-ambulance,hotel-requests.wake-up-call,none
2,emergency-medical.please-call-an-ambulance,hotel-requests.wake-up-call,none
3,emergency-medical.please-call-an-ambulance,hotel-requests.wake-up-call,none
1,emergency-medical.please-call-an-ambulance,lost-rescue.please-call-the-police,none
2,emergency-medical.please-call-an-ambulance,lost-rescue.please-call-the-police,none
3,emergency-medical.please-call-an-ambulance,lost-rescue.please-call-the-police,none
1,emergency-medical.please-call-an-ambulance,pickup-meeting.please-call-a-taxi,none
2,emergency-medical.please-call-an-ambulance,pickup-meeting.please-call-a-taxi,none
3,emergency-medical.please-call-an-ambulance,pickup-meeting.please-call-a-taxi,none
1,emergency-medical.please-call-an-ambulance,pickup-meeting.please-call-me-a-ride,none
2,emergency-medical.please-call-an-ambulance,pickup-meeting.please-call-me-a-ride,none
3,emergency-medical.please-call-an-ambulance,pickup-meeting.please-call-me-a-ride,none
1,emergency-medical.please-call-my-emergency-contact,emergency-medical.please-take-me-to-a-hospital,none
2,emergency-medical.please-call-my-emergency-contact,emergency-medical.please-take-me-to-a-hospital,none
3,emergency-medical.please-call-my-emergency-contact,emergency-medical.please-take-me-to-a-hospital,none
1,emergency-medical.please-call-my-emergency-contact,emergency-medical.this-is-an-emergency,none
2,emergency-medical.please-call-my-emergency-contact,emergency-medical.this-is-an-emergency,none
3,emergency-medical.please-call-my-emergency-contact,emergency-medical.this-is-an-emergency,none
1,emergency-medical.please-call-my-emergency-contact,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.please-call-my-emergency-contact,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.please-call-my-emergency-contact,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.please-call-my-emergency-contact,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.please-call-my-emergency-contact,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.please-call-my-emergency-contact,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.please-call-my-emergency-contact,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.please-call-my-emergency-contact,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.please-call-my-emergency-contact,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.please-call-my-emergency-contact,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.please-call-my-emergency-contact,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.please-call-my-emergency-contact,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.please-call-my-emergency-contact,hotel-requests.wake-up-call,none
2,emergency-medical.please-call-my-emergency-contact,hotel-requests.wake-up-call,none
3,emergency-medical.please-call-my-emergency-contact,hotel-requests.wake-up-call,none
1,emergency-medical.please-call-my-emergency-contact,lost-rescue.please-call-the-police,none
2,emergency-medical.please-call-my-emergency-contact,lost-rescue.please-call-the-police,none
3,emergency-medical.please-call-my-emergency-contact,lost-rescue.please-call-the-police,none
1,emergency-medical.please-call-my-emergency-contact,lost-rescue.please-contact-rescue,none
2,emergency-medical.please-call-my-emergency-contact,lost-rescue.please-contact-rescue,none
3,emergency-medical.please-call-my-emergency-contact,lost-rescue.please-contact-rescue,none
1,emergency-medical.please-call-my-emergency-contact,pickup-meeting.please-call-a-taxi,none
2,emergency-medical.please-call-my-emergency-contact,pickup-meeting.please-call-a-taxi,none
3,emergency-medical.please-call-my-emergency-contact,pickup-meeting.please-call-a-taxi,none
1,emergency-medical.please-call-my-emergency-contact,pickup-meeting.please-call-me-a-ride,none
2,emergency-medical.please-call-my-emergency-contact,pickup-meeting.please-call-me-a-ride,none
3,emergency-medical.please-call-my-emergency-contact,pickup-meeting.please-call-me-a-ride,none
1,emergency-medical.please-call-my-emergency-contact,police-consulate.i-want-to-contact-my-embassy,none
2,emergency-medical.please-call-my-emergency-contact,police-consulate.i-want-to-contact-my-embassy,none
3,emergency-medical.please-call-my-emergency-contact,police-consulate.i-want-to-contact-my-embassy,none
1,emergency-medical.please-call-my-emergency-contact,quick-directions.behind,none
2,emergency-medical.please-call-my-emergency-contact,quick-directions.behind,none
3,emergency-medical.please-call-my-emergency-contact,quick-directions.behind,none
1,emergency-medical.please-take-me-to-a-hospital,emergency-medical.this-is-an-emergency,none
2,emergency-medical.please-take-me-to-a-hospital,emergency-medical.this-is-an-emergency,none
3,emergency-medical.please-take-me-to-a-hospital,emergency-medical.this-is-an-emergency,none
1,emergency-medical.please-take-me-to-a-hospital,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.please-take-me-to-a-hospital,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.please-take-me-to-a-hospital,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.please-take-me-to-a-hospital,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.please-take-me-to-a-hospital,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.please-take-me-to-a-hospital,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.please-take-me-to-a-hospital,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.please-take-me-to-a-hospital,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.please-take-me-to-a-hospital,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.please-take-me-to-a-hospital,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.please-take-me-to-a-hospital,emergency-medical.where-is-the-nearest-hospital,partial
3,emergency-medical.please-take-me-to-a-hospital,emergency-medical.where-is-the-nearest-hospital,partial
1,emergency-medical.please-take-me-to-a-hospital,lost-rescue.i-lost-my-wallet,none
2,emergency-medical.please-take-me-to-a-hospital,lost-rescue.i-lost-my-wallet,none
3,emergency-medical.please-take-me-to-a-hospital,lost-rescue.i-lost-my-wallet,none
1,emergency-medical.please-take-me-to-a-hospital,shopping.i-will-take-this,none
2,emergency-medical.please-take-me-to-a-hospital,shopping.i-will-take-this,none
3,emergency-medical.please-take-me-to-a-hospital,shopping.i-will-take-this,none
1,emergency-medical.please-take-me-to-a-hospital,taxi.please-take-me-here,none
2,emergency-medical.please-take-me-to-a-hospital,taxi.please-take-me-here,partial
3,emergency-medical.please-take-me-to-a-hospital,taxi.please-take-me-here,none
1,emergency-medical.this-is-an-emergency,emergency-medical.this-person-is-unconscious,none
2,emergency-medical.this-is-an-emergency,emergency-medical.this-person-is-unconscious,none
3,emergency-medical.this-is-an-emergency,emergency-medical.this-person-is-unconscious,none
1,emergency-medical.this-is-an-emergency,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.this-is-an-emergency,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.this-is-an-emergency,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.this-is-an-emergency,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.this-is-an-emergency,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.this-is-an-emergency,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.this-is-an-emergency,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.this-is-an-emergency,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.this-is-an-emergency,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.this-person-is-unconscious,emergency-medical.what-is-the-emergency-number,none
2,emergency-medical.this-person-is-unconscious,emergency-medical.what-is-the-emergency-number,none
3,emergency-medical.this-person-is-unconscious,emergency-medical.what-is-the-emergency-number,none
1,emergency-medical.this-person-is-unconscious,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.this-person-is-unconscious,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.this-person-is-unconscious,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.this-person-is-unconscious,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.this-person-is-unconscious,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.this-person-is-unconscious,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.this-person-is-unconscious,profanity.japanese-register,none
2,emergency-medical.this-person-is-unconscious,profanity.japanese-register,none
3,emergency-medical.this-person-is-unconscious,profanity.japanese-register,none
1,emergency-medical.what-is-the-emergency-number,emergency-medical.where-is-a-pharmacy,none
2,emergency-medical.what-is-the-emergency-number,emergency-medical.where-is-a-pharmacy,none
3,emergency-medical.what-is-the-emergency-number,emergency-medical.where-is-a-pharmacy,none
1,emergency-medical.what-is-the-emergency-number,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.what-is-the-emergency-number,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.what-is-the-emergency-number,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.what-is-the-emergency-number,question-words.what,none
2,emergency-medical.what-is-the-emergency-number,question-words.what,partial
3,emergency-medical.what-is-the-emergency-number,question-words.what,partial
1,emergency-medical.what-is-the-emergency-number,shopping.what-is-this,none
2,emergency-medical.what-is-the-emergency-number,shopping.what-is-this,none
3,emergency-medical.what-is-the-emergency-number,shopping.what-is-this,none
1,emergency-medical.what-is-the-emergency-number,toilets.do-i-need-a-coin,none
2,emergency-medical.what-is-the-emergency-number,toilets.do-i-need-a-coin,none
3,emergency-medical.what-is-the-emergency-number,toilets.do-i-need-a-coin,none
